symbol,time,price,upperBand,lowerBand,bandWidth,rsi,upperSlope,realSlope,lowerSlope,upperI,realI,lowerI,action
HON,2020-05-13 00:32:37.058826,130.08999633789062,142.94360898265498,129.53838564625127,0.11535252287999366,27.5022432992085,-0.216693594767643,-0.3491785988878848,-0.16182874865441305,145.16804481228172,134.39969714719857,129.4964149172688,hold
FISV,2020-05-13 00:32:44.490666,101.7300033569336,106.54367358515975,100.34832775761367,0.1698961519813894,62.00507690959843,0.3140293150753046,-0.8593274016878499,0.02909011546668747,106.75006287595738,106.61611733507753,91.08580367067349,hold
PDD,2020-05-13 00:32:51.109832,58.97999954223633,56.612530273701125,44.305468993877,0.2960478448217311,59.095367979177595,0.44080122292058954,1.4242534352772274,0.36319874052663953,53.554145057710855,49.57208946569642,40.2838542633869,hold
DXCM,2020-05-13 00:32:57.691528,416.3747863769531,422.47725625975625,328.0867391015719,0.43208315244390966,61.51473280583348,6.598089185917975,6.749527660768425,1.770691126691339,381.88445273766257,383.92427176859843,259.78485691828143,hold
IIVI,2020-05-13 00:33:05.349540,45.20000076293945,40.688252515258796,29.78374760681152,0.5150666853782913,71.72412415472817,0.6953107262420469,1.4525376504926542,-0.13531067955470663,35.30342289447444,33.07089506690182,25.41457695954222,not in portfolio
SPG,2020-05-13 00:33:12.035031,55.34000015258789,67.36473868946842,53.337261737777666,0.3362300273694454,39.18905076667319,-0.5636693201810752,-0.25343305673172223,-0.02627844294877039,71.41202787121316,56.947613047130076,48.266226469798475,hold
AMZN,2020-05-13 00:33:18.821416,2398.31005859375,2444.020390974382,2290.439667619368,0.07510784644556706,48.59862314481872,-12.790453937011337,8.413353763409516,28.17511097409164,2523.3112822838243,2357.6006661030783,2124.855520785789,hold
CCL,2020-05-13 00:33:26.141897,13.390000343322754,15.920447189524513,12.430553024098533,0.4004892597685692,49.025388679010725,0.034536874806761944,0.0634329568094282,0.07013477498375982,15.757916266254565,13.382387759080574,10.211203298200383,hold
PTON,2020-05-13 00:33:34.432291,47.059898376464844,46.307092754277775,29.806886585321834,0.5774831185684717,64.75445320539887,1.0971313763256312,0.9123760621939133,-0.2746848535417536,38.41442375273925,40.447326090798455,26.812323799933168,hold
XOM,2020-05-13 00:33:42.230889,44.61000061035156,46.17489068636313,42.58310491910562,0.19145892676222379,9.550014722862315,0.1331584534104389,0.23424720764160156,0.016761557512120693,46.25002986141733,43.61077880859375,38.684527680387205,hold
BAC,2020-05-13 00:33:50.513655,22.18000030517578,24.255293000536707,21.949706923169348,0.15028757838995588,26.838481042161007,-0.0828117717306489,-0.07074627947451462,0.008789367615057891,24.967597793038742,22.902089674081378,21.03386495832134,hold
BYND,2020-05-13 00:33:57.480890,143.2550048828125,141.12599634989658,87.3530060304745,0.7825160709525529,72.55714217018087,3.3883765929887772,2.434180302406425,0.08760856681401322,119.6765270117194,124.47529704535185,61.52061459576443,not in portfolio
QDEL,2020-05-13 00:34:03.747885,190.52000427246094,190.4836987434441,119.91230345382151,0.7521975581700484,64.74204247761651,5.556852252409961,9.990373753789646,-0.5430463278093309,154.23165786177142,142.79895361145932,88.99268741091909,hold
SHOP,2020-05-13 00:34:11.323411,764.02001953125,766.1704859389345,615.9335179673155,0.4170808235886799,79.76397417585729,2.4193730295890354,6.47701661978195,15.102403312091225,760.9008781332404,717.7883646950793,421.8037578512657,not in portfolio
CVS,2020-05-13 00:34:18.256754,63.63999938964844,63.880763222865,59.61523668558226,0.0870738561552031,38.63923221946066,0.09335903559952276,0.5164924735453592,0.12632704840762773,63.78433468263503,61.045820890967526,58.36089401359027,hold
VZ,2020-05-13 00:34:25.540582,55.720001220703125,57.72378722160023,55.374213877032574,0.06111426259429722,27.75215086900903,0.005401823767329644,0.03487185577848064,-0.06410853150822643,58.87837013575431,55.9695196009394,55.80942524137919,not in portfolio
ADBE,2020-05-13 00:34:31.468822,371.0,373.3793865078894,344.8446186190637,0.14672083084684656,56.73798985980989,1.5356711187657808,1.3080617420708955,1.204254800952033,364.91640671577096,364.18342931946717,317.25679948831606,buy
PENN,2020-05-13 00:34:44.103969,18.53499984741211,19.311181028433737,15.263818971566266,0.49528465659746945,66.45473924724516,0.277670234310502,0.3271640948395231,-0.01104336954983264,17.91505704518248,16.99694064126086,11.8954876861854,hold
BA,2020-05-13 00:34:50.182438,127.3499984741211,139.45500129179106,122.63100029512299,0.2225688772971809,27.77412176702903,-0.8942676533819217,0.43253770515100287,-0.146045668770742,154.3172114424802,126.83089424247173,120.52226650651991,hold
CBAY,2020-05-13 00:34:56.465200,4.289999961853027,3.176071914145511,0.9199281373529016,1.2179392979317454,91.42101791322108,0.13202634235858926,0.2945522399091009,-0.09587709098652236,1.7488019900457434,1.4892537149030773,1.6537800929517639,not in portfolio
JNJ,2020-05-13 00:35:02.151030,148.7100067138672,150.08155788917378,147.62380099754495,0.06300420320165724,30.99673786367211,-0.4048857642501438,0.17418010199247905,0.7985350790166448,157.48887178201343,147.95029620270233,141.0757085375193,hold
T,2020-05-13 00:35:08.816296,29.05500030517578,30.831789865341527,28.577210149917263,0.09601716624823446,22.077924470036095,-0.020754089483556674,0.04350734824564921,-0.04692500542884506,31.576651908419564,29.059179562241283,28.809549386436725,not in portfolio
TVIX,2020-05-13 00:35:14.130516,152.80599975585938,226.80137068805698,149.22062638225555,0.7120114269834881,33.2458785500794,0.7614002614857331,-9.246970447141733,-5.343328696854059,285.0209596532802,197.47471732523903,170.8389557128214,hold
HD,2020-05-13 00:35:24.576846,237.3000030517578,236.95059088477717,216.91340752830877,0.22283183827285666,73.07469728645789,1.7695215317573156,1.9575854628833371,0.2785353753271323,230.07842676748155,226.86333773029384,191.28207096055314,not in portfolio
PYPL,2020-05-13 00:35:30.575911,143.89999389648438,147.82492203717234,116.90508131976125,0.4014358524432522,80.6135864991463,2.560117647658194,1.4427626880247204,-0.2851622226804205,132.7312626839881,137.44626606044483,99.38166211386715,not in portfolio
BKNG,2020-05-13 00:35:37.036707,1411.739990234375,1493.522269361763,1373.0337364976122,0.12339715104755682,48.31886032475097,-0.0962577640746568,0.6387256223763991,0.3702258144478408,1505.0859336360581,1413.4895711870336,1326.8763601197722,hold
GOOGL,2020-05-13 00:35:42.533350,1397.0,1399.998953539675,1315.55304841345,0.17018758195824274,53.76391988386078,7.551288547699368,8.16857272475513,2.6612557255632203,1372.1340934078487,1357.055999300373,1182.225001377016,buy
NVDA,2020-05-13 00:35:55.849773,321.0899963378906,320.62358229184395,282.86041429018735,0.17182381643541056,63.33888272780774,2.085825467160635,3.905744865759095,0.6675767189911143,306.0929147822512,300.8379133993121,266.3227586814848,hold
JD,2020-05-13 00:36:02.892571,48.23500061035156,47.55094543462976,41.246053924501105,0.15442759909979667,43.454797750615796,0.17492050270948042,0.6680601034591448,0.07351236556480865,46.94612988060362,44.088431344103455,40.99675822555747,hold
INTC,2020-05-13 00:36:09.315721,59.529998779296875,60.95315059843232,57.448331792925096,0.07893901819660282,46.50816231041425,0.012686152699400394,0.1058209832034894,0.06772737244070567,61.34493207621124,59.239700545125935,56.34911720671677,hold
UNH,2020-05-13 00:44:06.486825,290.8699951171875,292.64268406114877,284.4693215540856,0.0778266144528576,41.87399609730919,-0.7773261069500546,0.552615037604944,2.1000799221027973,303.3959839032598,286.5226791154093,263.3541054631407,hold
DAL,2020-05-13 00:44:11.631020,21.364999771118164,26.028913382924753,20.05208637293462,0.2644338390890203,43.387679199803955,-0.028413020198667142,0.02947760339993151,-0.07934071353591972,26.380714499474855,21.672462634186246,20.587695898524466,hold
SQ,2020-05-13 00:44:16.757962,76.9800033569336,77.32843171435889,61.65756910961574,0.3588963705754236,84.03454010711192,1.311942999270722,0.943283992027169,-0.3533457875752927,68.9557973578819,71.48880665337862,55.56853041274981,not in portfolio
BMY,2020-05-13 00:44:22.401713,63.834999084472656,62.97175721660789,59.81724272235696,0.06861136283775446,37.94495078196639,0.058377883951010935,0.45701465322010554,0.12817436590050146,62.75133662390434,60.663359001501284,58.523417219944044,hold
JPM,2020-05-13 00:44:27.133852,88.43000030517578,96.31911368563914,88.40088600918509,0.11763321844529978,19.59118024128523,-0.5739234153539398,-0.3799993600418318,0.11892326390476318,100.48619952431444,91.57999704844916,86.01080123543662,hold
PFE,2020-05-13 00:44:32.199862,37.654998779296875,38.27109668535655,37.016440698676654,0.10168836645455623,15.58572454700301,0.0034785762050244264,0.046567205172866125,0.14757889488526207,38.81226441075155,37.48261078791832,34.282817043852866,hold
NVAX,2020-05-13 00:44:37.122497,40.994998931884766,31.396655348114788,10.448343965239705,0.9883727610069097,56.19357878584605,1.054002723746217,3.337238781487764,-0.6022415321076685,21.500383750843703,14.558730908294224,16.137384650117195,hold
T,2020-05-13 00:44:42.614024,29.040000915527344,30.832001349475487,28.57559867188682,0.09614677729581236,22.026582561413562,-0.020616095902080245,0.04171637634732831,-0.04724209620015323,31.576496665640406,29.061194405626896,28.809906113554447,not in portfolio
BAC,2020-05-13 00:44:48.442756,22.21500015258789,24.25224889933331,21.96075120747821,0.15001288828803802,27.042820738541337,-0.0828797583765273,-0.06656719321635232,0.009275262886752508,24.967674278015355,22.897388202040943,21.033318326140684,hold
ATVI,2020-05-13 00:44:54.318301,73.4655990600586,75.93661022079743,63.36338901626311,0.20482530093453477,49.19603366383417,0.5905492519105335,0.26022054188287075,0.14970578508406102,71.42375302034694,72.87850223370452,60.10946267037972,hold
UAL,2020-05-13 00:44:59.866663,23.040000915527344,29.59960312884683,21.37645697552329,0.3896116011858649,42.264289023602956,-0.16309049586228663,0.03835827557008658,-0.18438711243412187,32.760311750196685,23.510596858921335,22.44622536840192,hold
ABBV,2020-05-13 00:45:05.954203,91.62999725341797,89.11070437339188,80.72129483315109,0.11733968110173983,54.936262371848386,0.3210156098673737,1.0680602913472188,0.13277995697614325,85.87579002942289,83.6334317335442,78.73401695372777,hold
AAPL,2020-05-13 00:45:11.218814,316.1400146484375,315.24133217443193,285.00133139978686,0.18479778530349905,72.5497152957218,2.387805041551038,2.683344143540112,-0.04633641271037723,301.13616262240345,301.29625553871267,263.7951135225067,hold
W,2020-05-13 00:45:17.049292,190.39999389648438,201.78391861996712,118.79408278384145,1.11430536266253,74.46179635306586,5.674103230479933,2.0075403469711985,0.7110538621696109,170.7572422378634,179.72776703336345,53.06720730701474,not in portfolio
DXCM,2020-05-13 00:45:22.729755,416.9949951171875,422.70524138467397,328.0128311250917,0.43299307357856065,61.84374454088363,6.615657777590571,6.823582435721782,1.760528012514078,381.86468807203084,383.8409601467759,259.7962904217309,hold
BA,2020-05-13 00:45:29.263116,127.16999816894531,139.45509081474714,122.60917157538958,0.22273040475105796,27.684116389497376,-0.8934237012744635,0.4134337012447528,-0.14880002126882502,154.31626199635932,126.85238624686626,120.52536515308023,hold
VXX,2020-05-13 00:45:41.345700,33.90999984741211,41.22501346544329,33.34998577161726,0.3418572260903807,23.278345845860613,0.13961309627272986,-0.9297762344132611,-0.5095459200232398,45.320463179552014,38.235373425839555,35.80564810439083,hold
GILD,2020-05-13 00:45:47.078195,79.0199966430664,83.1239205861818,76.6530798410643,0.11884754678320684,34.28590282218423,-0.07302732115045912,0.450821150594683,0.2953408063672003,84.65494634606196,77.21970151075676,73.1905748577335,hold
ROKU,2020-05-13 00:45:52.842038,129.0699005126953,134.99422729800213,116.08378936459552,0.1814085955552094,61.70678542512216,-0.9743100688754156,-0.07701441067368242,3.0674967804287316,141.9357797657651,130.80164041092146,95.3966966423251,hold
MRK,2020-05-13 00:45:58.904685,77.8949966430664,79.84575157143003,75.66724891685122,0.12568377080227708,48.00561544647794,-0.04226397214764401,0.2809698190262068,-0.23719863721460122,85.18204612388466,76.19828511707819,76.03934856587455,not in portfolio
TWLO,2020-05-13 00:46:04.697528,192.63999938964844,192.5597437828354,90.17225847546538,0.9628279184971713,88.85810065601657,9.147737594352668,8.705223083496096,-3.922924150129693,129.02774792677747,146.09537506103516,86.3057744599158,not in portfolio
WFC,2020-05-13 00:46:10.784698,24.5049991607666,28.59215356696698,23.92001684318927,0.1953712673155458,3.948240490226212,-0.36257782858526527,-0.11589558444805997,0.012132888274459203,31.363855530645363,25.333507651713358,24.040984090371868,hold
IBM,2020-05-13 00:46:16.929563,121.9749984741211,125.16674794739686,119.33126383238829,0.10427021886436341,8.056129985662366,0.08278203151392323,0.11567090162590371,0.06494728417265722,126.65447067183412,121.74112086509591,114.15579807188016,hold
CVS,2020-05-13 00:46:23.325064,63.5,63.8395765825392,59.62842344797837,0.08646032315733915,38.3453639549253,0.09022586856468796,0.49977612851270986,0.12778858093919676,63.78785949554921,61.064626779129256,58.35924978949226,hold
CRM,2020-05-13 00:46:29.409679,179.72999572753906,180.3529225822736,154.71823220288263,0.2169595127999394,65.85405100803212,2.1860153166431138,2.693806093130539,-0.75252311730047,165.97866529094276,166.83133891091416,148.796154268183,hold
EQIX,2020-05-13 00:46:35.706856,667.3900146484375,685.0854629866438,669.0765365250749,0.04814365868829941,54.60961595604009,-0.6538664258281593,-1.739701000612174,0.7815153060607819,700.5633277398233,681.4871662196828,660.4922558838066,hold
TGT,2020-05-13 00:46:41.920231,120.58000183105469,119.51410163957068,107.89989982527307,0.15184308464592763,72.47619418483649,0.7630790652386547,1.325223837325822,-0.0142654588625751,114.50515522296895,112.99537453722598,103.08336656931473,hold
FISV,2020-05-13 00:46:47.859130,101.4822998046875,106.55161027185477,100.29085036046945,0.16972141820438594,61.205426790539384,0.3111521577550188,-0.8915667178025884,0.02874334117549945,106.7532996779427,106.65238656570662,91.08619379175107,hold
DKNG,2020-05-13 00:46:53.676678,27.28499984741211,26.0220845002471,18.800915453976533,0.6221695213298389,42.66673643879425,0.44512630854253254,0.49649251396976296,0.15517966291624483,23.207547365304084,23.115821098213768,12.883796155700207,buy
CCL,2020-05-13 00:47:06.435365,13.40999984741211,15.920456452196092,12.434543662244828,0.40048599295144377,48.99809974929952,0.034641113019671606,0.0652239287077491,0.07020963396068236,15.757798998265041,13.380372915694961,10.211119081851344,hold
NOW,2020-05-13 00:47:12.541654,371.30999755859375,389.97620731372604,333.5628002546333,0.41949318482480397,66.81532570749943,4.611469915842467,0.747311720207556,1.0605227590278052,372.35394201284976,373.7955276717001,254.18788059712287,hold
JNJ,2020-05-13 00:47:18.844898,148.49000549316406,150.06950348056841,147.59249603115035,0.06323167169112795,30.47860879888529,-0.4041980832234147,0.14791129952046408,0.7952205177427131,157.48809814085837,147.9798486054833,141.07943741895244,hold
BKNG,2020-05-13 00:47:25.401571,1405.969970703125,1493.4631366787648,1371.93886527436,0.12354326175816813,47.19432483410518,-0.12048627687695883,-0.05023193359374957,0.325558571653117,1505.1131907129607,1414.2646484375,1326.9266107679164,hold
PDD,2020-05-13 00:47:31.478282,58.86000061035156,56.563267016072174,44.330732465129,0.2948270282796241,58.83381973130784,0.4352629107562488,1.4063432608077775,0.3669460352440363,53.560375658895744,49.59223841197455,40.27963855682983,hold
MRNA,2020-05-13 00:47:37.340312,62.9901008605957,63.628087261585016,42.667913409801706,0.5258087283798174,55.43607130857818,0.9124003156487115,2.5576987480049707,0.798071034039007,57.623907687404014,51.09446386081069,31.98237411122917,hold
IIVI,2020-05-13 00:47:42.769964,44.650001525878906,40.38649420928654,29.96750588226619,0.5040657276042768,68.22641142725,0.6717831775138726,1.3868660997988573,-0.11835028589591307,35.329891386793626,33.14477556143234,25.395496516676083,hold
MA,2020-05-13 00:47:47.262771,277.4100036621094,283.7826299232128,268.7433771568653,0.1732363115693905,47.53426605776148,0.9767247841732193,0.6114934665053638,-0.2339856220128425,283.6631074977456,276.68582244417564,244.45962793853738,hold
MARK,2020-05-13 00:47:51.972096,1.9550000429153442,1.7147990937809607,0.23820089143708745,2.6303844924869506,69.80796157048592,0.12183244862801952,0.17820896186045745,-0.05855632998744011,0.7825600699681775,0.852014893916116,0.17256678730009892,hold
